2025-11-02 11:11:37,486 - INFO - Loading checkpoint: checkpoints/resnet50_20251031_060921/best_model.pth
2025-11-02 11:11:38,237 - INFO - Loaded checkpoint (epoch 3, best_acc 0.216%)
2025-11-02 11:11:38,239 - INFO - Model info: {'total_parameters': 25557032, 'trainable_parameters': 25557032, 'model_size_mb': 97.49234008789062}
2025-11-02 11:11:48,634 - INFO - Step 7506: {'train_loss_batch': 5.541595458984375, 'train_lr': 0.0600004, 'batch_time': 10.393261909484863, 'data_time': 5.335491180419922}
2025-11-02 11:14:30,414 - INFO - Step 7606: {'train_loss_batch': 4.5824294090271, 'train_lr': 0.0600004, 'batch_time': 1.7046916201563165, 'data_time': 0.068519658381396}
2025-11-02 11:17:12,697 - INFO - Step 7706: {'train_loss_batch': 4.515329837799072, 'train_lr': 0.0600004, 'batch_time': 1.6639647507548925, 'data_time': 0.03703538813994298}
2025-11-02 11:19:54,789 - INFO - Step 7806: {'train_loss_batch': 4.446256637573242, 'train_lr': 0.0600004, 'batch_time': 1.6496619576235547, 'data_time': 0.02633969490710287}
2025-11-02 11:22:37,284 - INFO - Step 7906: {'train_loss_batch': 4.4583635330200195, 'train_lr': 0.0600004, 'batch_time': 1.643498994465778, 'data_time': 0.021042736985736953}
2025-11-02 11:25:20,023 - INFO - Step 8006: {'train_loss_batch': 4.525776386260986, 'train_lr': 0.0600004, 'batch_time': 1.6402832833592764, 'data_time': 0.019251326600948495}
2025-11-02 11:28:01,990 - INFO - Step 8106: {'train_loss_batch': 4.278881549835205, 'train_lr': 0.0600004, 'batch_time': 1.636852669438189, 'data_time': 0.01664570246679017}
2025-11-02 11:30:45,791 - INFO - Step 8206: {'train_loss_batch': 6.154491901397705, 'train_lr': 0.0600004, 'batch_time': 1.637018322434473, 'data_time': 0.01729844844290261}
2025-11-02 11:33:28,954 - INFO - Step 8306: {'train_loss_batch': 4.590662002563477, 'train_lr': 0.0600004, 'batch_time': 1.6363448929995037, 'data_time': 0.01697882582037041}
2025-11-02 11:36:11,185 - INFO - Step 8406: {'train_loss_batch': 6.05211067199707, 'train_lr': 0.0600004, 'batch_time': 1.6347877685555343, 'data_time': 0.01548641794397352}
2025-11-02 11:38:53,804 - INFO - Step 8506: {'train_loss_batch': 4.180330753326416, 'train_lr': 0.0600004, 'batch_time': 1.6339282167779579, 'data_time': 0.01484363062398417}
2025-11-02 11:41:35,983 - INFO - Step 8606: {'train_loss_batch': 4.319868087768555, 'train_lr': 0.0600004, 'batch_time': 1.6328254921884562, 'data_time': 0.013874050273773997}
2025-11-02 11:44:19,054 - INFO - Step 8706: {'train_loss_batch': 4.425611972808838, 'train_lr': 0.0600004, 'batch_time': 1.6326493720627149, 'data_time': 0.014288163403488019}
2025-11-02 11:47:01,480 - INFO - Step 8806: {'train_loss_batch': 4.263936519622803, 'train_lr': 0.0600004, 'batch_time': 1.6320044552702615, 'data_time': 0.013804101650757024}
2025-11-02 11:49:43,380 - INFO - Step 8906: {'train_loss_batch': 4.3043694496154785, 'train_lr': 0.0600004, 'batch_time': 1.6310758068253532, 'data_time': 0.013304366629775468}
2025-11-02 11:52:25,744 - INFO - Step 9006: {'train_loss_batch': 4.230744361877441, 'train_lr': 0.0600004, 'batch_time': 1.6305806490677663, 'data_time': 0.012984366356572019}
